Date(UTC),"Aparri, Cagayan Prec.Sum.Dly [mm]","Aparri, Cagayan Press.QFF.Min.Dly [hPa]","Aparri, Cagayan Wind.Speed.Dly [m/s]","Aparri, Cagayan Wind.Dir.Prevailing.Dly [deg.]","Baler (Radar), Aurora Prec.Sum.Dly [mm]","Baler (Radar), Aurora Press.QFF.Min.Dly [hPa]","Baler (Radar), Aurora Wind.Speed.Dly [m/s]","Baler (Radar), Aurora Wind.Dir.Prevailing.Dly [deg.]","Basco (Radar), Batanes Prec.Sum.Dly [mm]","Basco (Radar), Batanes Press.QFF.Min.Dly [hPa]","Basco (Radar), Batanes Wind.Speed.Dly [m/s]","Basco (Radar), Batanes Wind.Dir.Prevailing.Dly [deg.]","Borongan, Eastern Samar Prec.Sum.Dly [mm]","Borongan, Eastern Samar Press.QFF.Min.Dly [hPa]","Borongan, Eastern Samar Wind.Speed.Dly [m/s]","Borongan, Eastern Samar Wind.Dir.Prevailing.Dly [deg.]","Calayan, Cagayan Prec.Sum.Dly [mm]","Calayan, Cagayan Press.QFF.Min.Dly [hPa]","Calayan, Cagayan Wind.Speed.Dly [m/s]","Calayan, Cagayan Wind.Dir.Prevailing.Dly [deg.]","Casiguran, Aurora Prec.Sum.Dly [mm]","Casiguran, Aurora Press.QFF.Min.Dly [hPa]","Casiguran, Aurora Wind.Speed.Dly [m/s]","Casiguran, Aurora Wind.Dir.Prevailing.Dly [deg.]","Catarman, Northern Samar Prec.Sum.Dly [mm]","Catarman, Northern Samar Press.QFF.Min.Dly [hPa]","Catarman, Northern Samar Wind.Speed.Dly [m/s]","Catarman, Northern Samar Wind.Dir.Prevailing.Dly [deg.]","Catbalogan, Western Samar Prec.Sum.Dly [mm]","Catbalogan, Western Samar Press.QFF.Min.Dly [hPa]","Catbalogan, Western Samar Wind.Speed.Dly [m/s]","Catbalogan, Western Samar Wind.Dir.Prevailing.Dly [deg.]","Clark Airport (DMIA), Pampanga Prec.Sum.Dly [mm]","Clark Airport (DMIA), Pampanga Press.QFF.Min.Dly [hPa]","Clark Airport (DMIA), Pampanga Wind.Speed.Dly [m/s]","Clark Airport (DMIA), Pampanga Wind.Dir.Prevailing.Dly [deg.]","CLSU Muñoz, Nueva Ecija Prec.Sum.Dly [mm]","CLSU Muñoz, Nueva Ecija Press.QFF.Min.Dly [hPa]","CLSU Muñoz, Nueva Ecija Wind.Speed.Dly [m/s]","CLSU Muñoz, Nueva Ecija Wind.Dir.Prevailing.Dly [deg.]","Cubi Pt., Subic Bay Olongapo City Prec.Sum.Dly [mm]","Cubi Pt., Subic Bay Olongapo City Press.QFF.Min.Dly [hPa]","Cubi Pt., Subic Bay Olongapo City Wind.Speed.Dly [m/s]","Cubi Pt., Subic Bay Olongapo City Wind.Dir.Prevailing.Dly [deg.]","Daet, Camarines Norte Prec.Sum.Dly [mm]","Daet, Camarines Norte Press.QFF.Min.Dly [hPa]","Daet, Camarines Norte Wind.Speed.Dly [m/s]","Daet, Camarines Norte Wind.Dir.Prevailing.Dly [deg.]","Guiuan, Eastern Samar Prec.Sum.Dly [mm]","Guiuan, Eastern Samar Press.QFF.Min.Dly [hPa]","Guiuan, Eastern Samar Wind.Speed.Dly [m/s]","Guiuan, Eastern Samar Wind.Dir.Prevailing.Dly [deg.]","Iba, Zambales Prec.Sum.Dly [mm]","Iba, Zambales Press.QFF.Min.Dly [hPa]","Iba, Zambales Wind.Speed.Dly [m/s]","Iba, Zambales Wind.Dir.Prevailing.Dly [deg.]","Itbayat, Batanes Prec.Sum.Dly [mm]","Itbayat, Batanes Press.QFF.Min.Dly [hPa]","Itbayat, Batanes Wind.Speed.Dly [m/s]","Itbayat, Batanes Wind.Dir.Prevailing.Dly [deg.]","Juban, Sorsogon Prec.Sum.Dly [mm]","Juban, Sorsogon Press.QFF.Min.Dly [hPa]","Juban, Sorsogon Wind.Speed.Dly [m/s]","Juban, Sorsogon Wind.Dir.Prevailing.Dly [deg.]","Legazpi City, Albay Prec.Sum.Dly [mm]","Legazpi City, Albay Press.QFF.Min.Dly [hPa]","Legazpi City, Albay Wind.Speed.Dly [m/s]","Legazpi City, Albay Wind.Dir.Prevailing.Dly [deg.]","Maasin, Southern Leyte Prec.Sum.Dly [mm]","Maasin, Southern Leyte Press.QFF.Min.Dly [hPa]","Maasin, Southern Leyte Wind.Speed.Dly [m/s]","Maasin, Southern Leyte Wind.Dir.Prevailing.Dly [deg.]","Masbate City, Masbate Prec.Sum.Dly [mm]","Masbate City, Masbate Press.QFF.Min.Dly [hPa]","Masbate City, Masbate Wind.Speed.Dly [m/s]","Masbate City, Masbate Wind.Dir.Prevailing.Dly [deg.]","Tacloban City, Leyte Prec.Sum.Dly [mm]","Tacloban City, Leyte Press.QFF.Min.Dly [hPa]","Tacloban City, Leyte Wind.Speed.Dly [m/s]","Tacloban City, Leyte Wind.Dir.Prevailing.Dly [deg.]","Tuguegarao City, Cagayan Prec.Sum.Dly [mm]","Tuguegarao City, Cagayan Press.QFF.Min.Dly [hPa]","Tuguegarao City, Cagayan Wind.Speed.Dly [m/s]","Tuguegarao City, Cagayan Wind.Dir.Prevailing.Dly [deg.]","Virac (Synop), Catanduanes Prec.Sum.Dly [mm]","Virac (Synop), Catanduanes Press.QFF.Min.Dly [hPa]","Virac (Synop), Catanduanes Wind.Speed.Dly [m/s]","Virac (Synop), Catanduanes Wind.Dir.Prevailing.Dly [deg.]",
Source,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,Climatic observation,
2020-01-01 00:00:00,0.00,1019.90,7.0,40.0,0.01,1016.70,1.0,180.0,0.80,1012.20,6.0,40.0,10.60,1013.00,3.0,40.0,0.00,1020.10,6.0,40.0,2.20,1017.40,5.0,40.0,14.30,1013.90,5.0,70.0,7.30,1012.60,1.0,40.0,0.00,1015.30,4.0,360.0,0.00,1014.90,3.0,70.0,0.00,1015.00,4.0,60.0,2.60,1015.30,4.0,90.0,0.70,1013.10,10.0,40.0,0.00,1014.20,2.0,110.0,0.00,,4.0,40.0,15.00,1013.60,4.0,20.0,30.40,1013.90,4.0,40.0,5.20,1011.20,3.0,90.0,6.20,1013.70,2.0,70.0,7.90,1013.10,3.0,40.0,0.00,1018.70,2.0,360.0,12.60,1015.00,4.0,40.0,
2020-01-02 00:00:00,0.00,1018.70,6.0,60.0,0.00,1016.80,1.0,180.0,0.00,1020.30,6.0,60.0,88.20,1012.70,2.0,70.0,0.00,1019.30,2.0,70.0,0.00,1017.40,5.0,40.0,3.20,1013.20,5.0,70.0,39.00,1012.70,1.0,20.0,0.00,1015.50,3.0,270.0,0.00,1014.80,4.0,40.0,0.00,1015.10,6.0,60.0,11.50,1008.30,7.0,20.0,0.60,1013.00,8.0,30.0,0.00,1014.30,2.0,60.0,0.00,,4.0,40.0,2.20,1013.50,5.0,40.0,4.60,1013.60,4.0,50.0,4.40,1010.20,3.0,90.0,1.40,1012.90,2.0,70.0,15.30,1012.80,3.0,40.0,0.00,1018.20,2.0,360.0,0.00,1014.60,4.0,40.0,
2020-01-03 00:00:00,0.00,1016.50,5.0,40.0,0.00,1014.60,1.0,360.0,0.00,1018.20,8.0,60.0,40.60,1011.40,1.0,320.0,0.00,1018.60,2.0,90.0,0.00,1015.40,2.0,40.0,49.00,1011.60,2.0,40.0,22.70,1011.40,1.0,40.0,0.00,1014.30,2.0,320.0,0.00,1013.90,4.0,70.0,0.00,1013.90,5.0,60.0,4.00,1012.60,5.0,10.0,0.01,1011.40,7.0,40.0,0.00,1013.20,2.0,70.0,0.00,,5.0,70.0,20.40,1012.00,3.0,20.0,44.80,1012.20,3.0,40.0,2.00,1010.50,3.0,40.0,6.20,1012.10,2.0,70.0,7.40,1011.10,3.0,320.0,0.40,1016.70,1.0,360.0,10.10,1013.00,3.0,60.0,
2020-01-04 00:00:00,2.20,1015.70,5.0,40.0,3.60,1013.70,3.0,360.0,0.00,1017.10,6.0,80.0,14.20,1010.50,2.0,40.0,0.00,1016.00,3.0,40.0,29.10,1014.20,3.0,40.0,20.10,1010.90,4.0,70.0,0.80,1010.20,1.0,50.0,0.01,1012.00,3.0,350.0,0.00,1011.90,3.0,40.0,0.50,1012.00,5.0,70.0,1.60,1012.00,5.0,40.0,0.00,1010.30,8.0,30.0,0.00,1010.90,3.0,110.0,0.10,,5.0,70.0,28.40,1011.00,6.0,20.0,40.40,1011.20,3.0,60.0,4.00,1009.20,3.0,90.0,5.40,1010.90,2.0,70.0,9.60,1009.90,2.0,320.0,0.20,1014.80,1.0,360.0,2.70,1012.10,4.0,60.0,
2020-01-05 00:00:00,0.00,1016.20,4.0,80.0,3.00,1014.90,2.0,360.0,0.00,1018.40,7.0,90.0,29.20,1011.40,3.0,40.0,0.00,1017.30,4.0,90.0,16.40,1015.40,3.0,360.0,58.60,1011.40,5.0,70.0,7.20,1010.30,1.0,40.0,0.00,1013.10,4.0,340.0,0.00,1012.90,2.0,40.0,0.00,1012.30,7.0,70.0,1.70,1013.30,6.0,30.0,0.60,1011.20,9.0,40.0,0.00,1011.70,2.0,60.0,0.00,,5.0,70.0,67.00,1011.30,4.0,20.0,54.60,1011.80,3.0,40.0,2.00,1009.50,2.0,90.0,47.80,1011.80,2.0,70.0,12.80,1010.10,2.0,70.0,0.00,1015.40,1.0,50.0,4.80,1012.60,3.0,40.0,
2020-01-06 00:00:00,0.00,1015.20,2.0,60.0,0.50,1014.50,1.0,360.0,0.00,1015.60,8.0,110.0,6.20,1011.00,3.0,90.0,0.00,1016.00,3.0,90.0,2.60,1014.90,1.0,40.0,26.30,1011.20,4.0,70.0,6.80,1010.30,2.0,20.0,0.00,1012.50,2.0,270.0,0.00,1012.20,4.0,70.0,0.00,1012.60,5.0,60.0,17.00,1012.50,5.0,30.0,0.00,1011.30,8.0,40.0,0.00,1011.50,2.0,60.0,0.00,,5.0,70.0,80.20,1011.50,4.0,20.0,75.00,1011.40,3.0,40.0,0.00,1009.80,4.0,90.0,50.40,1011.50,2.0,40.0,0.00,1009.80,3.0,90.0,0.00,1014.90,1.0,360.0,24.30,1012.60,4.0,40.0,
2020-01-07 00:00:00,0.00,1012.90,2.0,160.0,0.20,1013.10,1.0,180.0,3.20,1014.00,5.0,120.0,6.50,1011.00,2.0,110.0,0.00,1014.60,2.0,90.0,0.80,1013.20,2.0,40.0,7.00,1010.50,1.0,40.0,0.10,1010.30,2.0,20.0,0.01,1011.60,2.0,340.0,0.00,1011.00,3.0,70.0,0.00,1011.30,3.0,70.0,75.00,1012.60,3.0,270.0,0.00,1011.40,7.0,80.0,0.00,1010.60,1.0,300.0,9.30,,3.0,40.0,13.40,1011.30,1.0,360.0,40.90,1011.30,1.0,30.0,0.60,1009.90,2.0,60.0,3.60,1011.20,1.0,340.0,1.00,1009.90,3.0,320.0,0.00,1012.20,1.0,200.0,24.80,1012.30,3.0,60.0,
2020-01-08 00:00:00,0.40,1014.20,4.0,80.0,0.00,1012.70,2.0,180.0,4.00,1015.40,6.0,60.0,0.40,1010.40,2.0,70.0,2.40,1014.80,2.0,90.0,2.40,1013.10,2.0,40.0,0.00,1010.20,4.0,70.0,0.01,1008.60,1.0,50.0,0.00,1011.70,2.0,340.0,0.00,1011.10,3.0,90.0,0.01,1010.70,3.0,60.0,0.60,1011.40,3.0,40.0,13.90,1009.80,9.0,30.0,0.00,1010.90,2.0,40.0,0.80,,5.0,40.0,8.60,1010.50,2.0,360.0,5.40,1009.60,2.0,60.0,22.20,1008.70,3.0,40.0,0.00,1010.30,2.0,70.0,0.01,1009.80,3.0,70.0,0.01,1012.90,1.0,360.0,4.00,1011.40,3.0,70.0,
2020-01-09 00:00:00,6.90,1013.00,3.0,60.0,1.20,1011.50,2.0,180.0,0.00,1014.20,7.0,60.0,0.20,1009.50,3.0,70.0,6.00,1015.00,3.0,90.0,0.00,1012.10,2.0,40.0,0.01,1009.70,3.0,70.0,0.01,1009.60,1.0,90.0,0.00,1011.00,4.0,100.0,0.00,1010.70,4.0,70.0,0.00,1010.40,4.0,70.0,5.00,1010.50,3.0,60.0,4.60,1009.80,9.0,40.0,0.00,1010.10,2.0,40.0,1.10,,4.0,40.0,0.00,1009.60,2.0,20.0,0.01,1010.10,2.0,40.0,0.00,1008.30,1.0,360.0,0.00,1010.00,1.0,70.0,0.01,1009.00,2.0,40.0,0.01,1012.70,1.0,50.0,0.00,1010.80,3.0,70.0,
